Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Guyana,GUY,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.198758637,0.207292346,0.215065935,0.221033979,0.219961162,0.216030034,0.220180725,0.23089121,0.246927474,0.250423557,0.258026718,0.263552667,0.289606623,0.307763321,0.423088867,0.48510586,0.457083459,0.464760474,0.533488257,0.568500772,0.635463302,0.663047109,0.691574078,0.753260305,0.89850209,1.028875632,1.155359045,1.833679827,2.26727245,5.952633347,9.312573999,21.84149166,24.30974265,28.4304601,33.14206888,37.23568071,38.69925884,39.25778733,40.42378004,44.95549072,47.91627899,48.07055578,49.32940421,51.65704509,55.15693275,59.36674643,100,112.6926469,122.5108362,127.4134532,134.7195486,145.3955375,153.6732432,153.5798828,153.1261346,154.2372401,163.6120872,164.2717383,
High income,HIC,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,7.54829695,7.695919488,7.979521244,8.375015851,8.57432557,8.621740889,9.194507656,9.500359144,10.03117162,10.91935011,11.75177724,12.82716988,14.65657572,16.35853023,17.08787043,18.73464884,19.45751336,21.03794246,24.77427666,28.67505241,31.71921284,34.79121367,36.39255135,39.90155286,42.04079103,43.62599716,47.38276735,51.5533158,58.02810138,62.41788368,68.12312404,74.86687067,81.31510707,86.45518187,90.03403413,95.33122035,100.8225388,102.0524807,97.87273879,94.55070247,92.87335152,89.71395892,84.32418541,81.29625949,81.17419694,80.73998129,83.27314349,84.34025414,84.02355148,84.25095642,87.53496774,90.63791314,92.28072644,94.91097706,98.36906076,100,102.9310191,
Honduras,HND,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,2.977521311,3.102251318,3.192960365,3.261066382,3.446442133,3.518028249,3.609696296,3.704310766,3.75797442,3.855875979,4.027291848,3.915432203,4.066745014,4.284145272,4.917296679,5.231256282,5.677596962,6.370234252,11.15261568,12.08440046,13.44902591,13.87526969,14.94922231,15.54492163,16.05229477,16.319001,16.66637997,17.04012399,18.60398315,20.74412817,25.93196235,32.74783395,33.95104635,37.65463514,45.68968267,56.52451969,66.80835216,78.03990847,86.07723477,92.5982113,100,108.0843494,113.6311733,120.1760343,127.9297726,137.2419907,144.582603,154.1619337,166.1719402,178.8902958,187.2552835,201.8746878,209.1013725,211.9744892,226.4933781,242.1956439,250.5914695,261.1441782,
Heavily indebted poor countries (HIPC),HPC,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.83903767,55.87469411,59.75781105,64.69125107,67.11337084,70.08623981,73.0207529,75.52904173,78.62030211,81.55674406,84.3447628,87.69528783,91.31184347,96.50674821,99.192804,100,101.6563276,103.2289933,104.0401437,104.0637174,104.0903586,104.0085325,105.1676295,
Haiti,HTI,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,17.75200028,18.14620558,17.49159811,18.65042599,20.91757624,22.23556931,23.35810325,23.87481411,23.0662049,23.65946239,19.86961258,20.44074663,20.7562785,24.86344485,28.46971696,33.92974406,40.36291141,41.93056519,40.61328332,41.8824852,49.95039101,54.96933574,56.80034136,61.99364928,69.13961024,76.03542831,88.15136848,78.47592129,100,107.8207096,120.7546125,138.3971744,167.333485,198.0168267,310.3079958,359.8436309,395.7437557,446.110032,509.2676892,545.0763539,605.3408421,675.7569743,743.2935848,943.2582722,1146.116296,1347.511215,1546.119202,1670.437243,1885.837652,1955.657347,2062.26133,2217.142809,2334.331284,2488.376257,2600.421645,2779.295231,3111.762419,3527.550216,
Hungary,HUN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.60019976,16.52549117,20.04186038,23.94823152,30.35026171,37.03763629,44.44947027,50.47913328,54.55338265,59.93491545,66.66369662,72.22414942,76.22765622,80.02926284,81.97300537,84.87093464,89.46172167,93.93039629,97.72382588,100,102.2686264,105.7268346,108.8308816,112.5103899,114.6310328,115.7306704,119.9728959,
IBRD only,IBD,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA & IBRD total,IBT,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA total,IDA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.070854776,0.080729109,0.225126634,0.553453762,1.188437679,3.907808189,0.050651785,0.134086337,0.29897607,0.362817033,0.414529606,0.425824448,0.494466663,0.676818451,0.997024621,1.121334233,1.283443219,1.450449506,1.625444767,2.132375292,2.753866728,3.033403882,3.274574776,3.884061566,4.288851848,4.554390264,4.657035813,5.402339242,5.814489609,6.365995672,6.944916116,7.553779613,8.104363751,9.65655836,10.40750765,11.43598225,12.42822637,13.99062547,24.52153279,27.9940751,33.71815153,38.53840253,40.81064666,43.05010198,46.73119868,53.42861458,60.95533028,67.818034,80.12683848,86.75713599,100,107.465943,111.5000842,117.0371676,123.4077049,128.319631,131.5024657,137.0840409,
IDA only,IDX,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,23.8220966,25.08993624,25.63477341,27.01155964,28.21011282,30.31991125,33.0636691,35.34190583,36.66918495,37.47149289,38.42243479,39.55162401,40.56196652,41.64159658,42.6321548,43.61272313,45.03757536,46.82345179,48.13615714,49.50745521,52.20505333,53.7172739,55.63028603,62.12105785,85.72718309,91.69605224,96.47046967,101.1538784,97.40531102,98.89711417,98.40410354,97.79035613,100,,
India,IND,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,2.572712841,2.627908534,2.743684112,2.972881163,3.227112357,3.494974604,3.958782428,4.299879226,4.403737803,4.550970802,4.622068047,4.868185824,5.395877826,6.357947499,7.417659398,7.295365816,7.731764338,8.167621625,8.368568176,9.684780194,10.79933577,11.9686427,12.93760763,14.04414305,15.1568932,16.24724758,17.35033828,18.96875932,20.53036535,22.26247304,24.6375013,28.02560587,30.53814414,33.5497496,36.89802963,40.24198819,43.29032615,46.0939251,49.78612572,51.31376097,53.18413225,54.89432972,56.93402943,59.13612273,62.52190618,65.17091664,69.35657372,73.34890697,79.70434429,84.53747968,92.13217431,100,107.9343862,114.6117514,118.4303363,120.8840868,125.0713879,128.9166659,
Not classified,INX,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,8.389920887,9.274150129,10.51550788,12.12149655,12.85940559,15.44843506,18.69614934,21.17686467,23.40603647,26.60706081,30.51957545,35.84296591,41.28470212,45.70583035,48.62152953,51.14320113,54.49292532,55.69035892,57.49824201,60.67315974,60.23074027,61.31573469,63.04006765,66.30286564,67.42638875,69.47210278,70.78050676,73.93485866,78.89900709,82.25289674,87.83973425,93.42064151,97.96263212,101.7084705,102.2728142,105.1562459,108.32393,109.7545531,108.7789929,103.3286442,100,99.62556787,101.6863933,102.7463348,102.3375653,109.7877741,109.8105358,109.47191,
"Iran, Islamic Rep.",IRN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.038076942,0.036009675,0.035158155,0.034415401,0.034403139,0.033809526,0.033299694,0.033192414,0.032997191,0.032047964,0.03249041,0.035524359,0.03878522,0.05128973,0.080676435,0.093378388,0.108333451,0.133822644,0.150446306,0.194846588,0.285041885,0.357956664,0.372144826,0.439566033,0.526919279,0.546755819,0.616533775,0.743185298,0.88594996,1.039068132,1.273269266,1.604180035,2.084218008,3.046535511,4.072535584,5.624055388,7.326779057,8.537636615,9.329656939,12.42766588,15.52395202,18.10768581,23.40460032,26.45591685,32.98074668,39.63170724,45.41103782,55.82790365,66.67078841,69.7366559,80.81266812,100,124.0161095,168.1254779,186.3471076,187.1469791,190.1547856,213.4472166,
Iraq,IRQ,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,0.008017184,0.008063264,0.008414256,0.009310377,0.008995491,0.009782966,0.01842451,0.019140191,0.021549149,0.023628733,0.024178562,0.03183519,0.036037992,0.026119404,0.028296252,0.03231197,0.037814489,0.038453194,0.03586471,0.039413221,0.043524513,0.047181264,0.08192809,0.17297184,0.353728748,0.758633797,3.766146623,14.89012602,13.02228794,24.93752502,20.98224271,35.91069805,51.59582301,41.49515,44.25597651,47.70981665,55.68770897,73.67869405,86.94456551,100,130.1754087,104.7636061,122.1404739,152.2962697,156.3622289,156.3927369,155.3055978,114.7708367,98.80162252,113.8044663,
Iceland,ISL,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.035803003,0.040558617,0.045080024,0.048788121,0.056682779,0.063662224,0.070308415,0.072251178,0.082159047,0.099308829,,,,,,,,,,,,,,,,,,,,,,,,,,,47.42554252,49.54129407,51.88016594,53.69595342,55.85187742,60.69904131,64.27442118,64.58615952,66.31169472,68.0248191,73.7226302,76.89659325,86.0200169,94.81149832,100,102.9695597,106.3505519,108.3455912,112.7579396,119.5705812,122.097161,122.6856185,
Israel,ISR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.000751496,0.000816218,0.000888875,0.000957295,0.00100931,0.000995269,0.001082165,0.001063896,0.001049009,0.001065753,0.001313036,0.001585466,0.001848362,0.00225951,0.003061594,0.004181158,0.00549291,0.007775875,0.012141483,0.021473599,0.048394511,0.108704409,0.247024646,0.617366558,2.992809841,10.90989014,16.38228375,19.6880437,23.46130216,27.84923817,32.28619721,38.78533435,43.46211954,48.28217619,54.33576138,59.2634333,65.35867948,71.09533637,76.01281556,80.75037567,83.03170163,84.56815671,88.10110278,88.06306839,88.48681242,89.49093552,91.27378548,92.34167603,94.58290662,98.25719436,100,102.4046949,106.4600647,108.8536338,109.9848977,112.4534481,113.4017616,113.574366,
Italy,ITA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,3.159516546,3.247419316,3.435566021,3.726141382,3.967960801,4.134497711,4.226796084,4.344100622,4.419446924,4.598492714,5.085613957,5.450702027,5.757738609,6.491195779,7.805427935,9.131030665,10.72478601,12.70642159,14.47832878,16.71537931,20.19481835,23.98886451,28.19673927,32.45352746,35.94612583,39.24405435,42.1828131,44.7176977,47.69160464,50.64723836,55.1619653,59.34397521,61.93618864,64.3429991,66.62233284,69.9036456,73.0869676,74.98867466,76.88574475,78.13181252,79.6673526,82.04631328,84.79830952,87.49602537,89.70418534,91.39800977,93.13352076,95.40095944,97.76745404,99.68157101,100,101.4683909,102.8688095,104.1155175,105.1138883,106.0997548,106.9999546,107.6731008,
Jamaica,JAM,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,0.185050652,0.192900096,0.198175551,0.206311967,0.217093677,0.232121846,0.220734383,0.279115407,0.365881666,0.44177541,0.490950006,0.552252461,0.699014127,0.809017586,0.95697081,1.036632341,1.122826127,1.313264139,1.784978056,2.294211704,2.910462712,3.225450292,3.614296925,4.061357309,5.081452725,7.309277844,11.69745644,17.87446204,23.43471501,29.33718209,34.87372673,38.22463823,42.26692142,45.1901274,49.97444246,53.87613179,58.77015794,65.60163349,74.03708482,82.52820845,89.83046356,100,113.5468095,126.770933,139.2084502,147.2839119,156.9652942,170.1793146,181.9782676,194.1092455,203.1865095,216.7934997,
Jordan,JOR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,33.62503313,35.20335569,40.22368892,38.29715831,43.35197564,43.18549051,51.29642535,54.40296171,57.76077019,56.83010557,56.68220771,60.22217083,59.73659446,62.53491307,74.58573764,84.0886766,88.47496881,91.00904903,93.57321732,100.0057457,101.8785293,103.978375,105.266154,111.6019302,111.151953,110.6988253,111.5628974,112.5917809,115.0111688,118.5670935,120.9462741,133.8290301,140.5882534,168.5218802,173.2846426,187.8933289,199.8931604,208.8896395,220.5869802,228.1846972,233.3700332,235.7212772,239.6208784,
Japan,JPN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,22.8220091,24.59886628,25.63191475,27.04435349,28.48546754,29.94872536,31.4374373,33.16504711,34.79639041,36.33905313,44.68711228,46.96229044,49.5942552,55.89540179,67.52726309,72.37399246,78.16961962,83.4453706,87.28699377,89.68880977,94.56607281,97.33386342,99.03230889,99.96881748,101.4417399,102.7200575,104.3761125,104.211309,104.8629354,107.0743794,109.8639938,113.0806446,114.9652904,115.6187225,115.9257076,115.3072906,114.7348048,115.3128734,115.2608446,113.7515126,112.1775494,110.9385294,109.3207283,107.5530328,106.3691579,105.2656474,104.3357541,103.5746459,102.5586869,101.9317738,100,98.32567423,97.57687016,97.25176646,98.94911535,101.0679567,101.344436,101.1263906,
Kazakhstan,KAZ,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001388508,0.002726425,0.042865301,0.57587889,9.483152101,24.74046972,34.36442119,39.9093714,42.16937714,47.76952972,56.09404033,61.79119374,65.37707519,73.05137927,84.8357553,100,121.5517089,140.425161,169.8253285,177.7919791,212.5365951,256.1978992,268.4584285,293.9595132,310.9246209,316.5944864,359.7730153,390.7074279,
Kenya,KEN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,1.668669038,1.813212098,1.813544063,1.779498098,1.827379588,1.789882238,1.820557041,1.86426514,1.895563185,1.892153699,2.181949546,1.980792172,2.004665587,2.209218486,2.563781975,2.867208356,3.409287696,3.985451201,4.108242775,4.339891962,4.754382893,5.270379742,5.881351347,6.577587924,7.247891491,7.849885608,8.533745944,8.994734811,9.575401096,10.51082293,11.62888005,13.08620687,15.55913801,19.55760054,22.88560297,25.4536127,36.14127258,40.27410529,43.0656657,44.87181347,47.59995174,48.34875624,48.79994952,51.82423525,55.51766639,58.23783757,71.94127836,77.78973422,89.57579295,100,102.0916757,113.1113719,123.7209705,130.1157913,140.6138849,154.7104422,167.2939947,181.7484483,
Kyrgyz Republic,KGZ,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.118578459,0.116352378,0.124480791,0.134409004,0.315236145,2.933784264,25.06707187,70.4071203,100,135.3429079,161.4771382,176.1352354,242.3170642,308.1842344,330.7815136,337.4813792,350.89608,368.8212472,395.1132507,432.2207773,496.5203264,606.827225,631.3145467,694.6600411,850.8324151,924.4831644,953.8372447,1034.104799,1069.546543,1134.260144,1186.159546,
Cambodia,KHM,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.54471605,79.25435039,85.59801138,88.19377277,93.48987571,103.1733115,104.4748967,100,102.646541,103.3785558,105.2368035,110.3131512,117.0165271,122.4356905,130.4160898,146.3969991,150.0633431,154.7462091,159.9519741,162.2561113,163.5239604,167.8282313,170.7136529,176.7624648,182.3362883,
Kiribati,KIR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,11.18188413,11.97729433,12.60343111,14.65215471,16.55542005,18.12172656,19.7838712,21.54391369,24.09816433,26.30903455,28.09917355,30.76923077,32,33.87096774,36.15384615,38.01652893,40,44.03669725,46.21848739,45.2173913,44.73684211,53.50877193,56.52173913,59.48275862,63.55932203,64.40677966,70.83333333,74.59016393,80,83.59375,85.29411765,91.04477612,95.54888291,98.07070782,99.74540321,100.2561718,100,106.1491186,114.9774012,115.1728723,116.5303062,118.7178208,118.2485745,118.4090755,123.9811941,128.3000907,128.52979,129.3090097,
St. Kitts and Nevis,KNA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,27.27852111,29.16533062,32.26397412,34.61630399,40.27911019,42.60042537,42.51884232,44.32856141,45.97484447,48.82273058,51.80497033,55.43625213,58.59005365,63.0447931,65.21246616,68.66698295,70.0341467,74.4270216,75.01016496,75.49526212,79.2056203,81.42330903,83.68765448,80.81825202,83.9992557,85.74812143,86.84536213,90.91246584,90.46905456,100,110.2067974,113.4178562,113.4803469,115.1265418,120.7709393,118.8455271,119.5993257,121.7126032,121.6833976,121.8052832,124.5433119,
"Korea, Rep.",KOR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.914997253,1.033605809,1.207110472,1.566861722,2.041950559,2.141199381,2.451746346,2.76840753,3.151839731,3.596435531,4.131263858,4.5947277,5.320373992,5.997002315,7.830123902,9.677731388,11.73851005,13.43405812,16.38553223,19.42217362,24.20586883,28.22160517,30.04909655,31.50579511,32.89875729,34.21270802,35.90824516,37.68521276,40.36307136,42.8017591,47.12843141,51.59838498,55.59361246,59.03923348,63.82254381,68.25243435,71.15685376,74.04876452,77.46755413,76.5499339,77.38190871,80.20668085,82.66140065,85.46780647,88.01825446,88.92622572,88.80187124,90.93065754,93.61917063,96.9354401,100,101.5846037,102.6446413,103.5205426,104.1421194,106.6359678,108.7451938,111.2084657,
Kuwait,KWT,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,6.045998603,6.137678904,6.121323867,6.104764773,6.179659047,6.214978975,7.77159406,7.886800069,9.078274129,23.85850055,23.7159705,23.93696814,25.28223282,24.78728423,34.90173461,49.75825306,55.45726838,56.2430167,49.88162028,50.05586219,52.48833436,38.99907477,43.20558086,44.48704229,43.72022883,,,46.36732746,42.94244171,40.42151591,42.3826863,48.95677617,46.64628819,38.64737097,45.63198298,54.99861836,50.49962444,53.10189204,55.71692823,61.76218939,75.5707399,87.79309914,91.57416241,108.6637182,89.95579342,100,117.2277817,126.0042775,126.2856865,117.75141,87.18500572,81.83738817,91.61413452,
Latin America & Caribbean (excluding high income),LAC,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lao PDR,LAO,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,0.413283724,0.68115228,1.029326392,1.177834688,1.482294928,2.301507767,3.173949079,3.585666149,3.800585294,4.22558876,4.550984258,5.446862094,6.194455478,7.393257093,13.640889,31.0976757,38.80920784,42.25083704,44.92044128,50.96228099,56.41036722,61.28440486,67.90624684,72.9573077,79.42384265,77.09507718,84.18518078,92.99828962,100,106.4739721,112.5712671,115.2150993,118.6974999,120.8955352,
Lebanon,LBN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.772608144,13.44633659,15.5307673,22.93205694,45.275636,56.47819468,60.92512793,67.43132574,68.60335618,76.52482601,79.59953098,80.24655614,78.57102157,77.37269442,81.18035011,82.46401641,81.6860997,80.79610517,81.50982964,84.09719934,90.45246357,99.76332794,100,103.3618711,110.5115502,113.5804247,116.3084836,119.3393977,120.9958686,124.0185854,
Liberia,LBR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.72523406,91.37848069,90.10582623,104.0825837,121.6291142,122.2251101,133.3902338,149.4205953,175.3097274,170.5363203,181.6416478,201.4831783,211.6992259,219.5123034,223.4566195,225.8020611,236.7552666,231.5892321,
Libya,LBY,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.58189217,64.11120196,68.71753895,87.44117252,100,122.6053531,157.6319071,172.5449896,191.5597402,233.3763789,174.3022922,198.9853581,235.3016119,256.4332735,239.3345039,197.9080256,159.5168128,155.4370691,177.8505649,
St. Lucia,LCA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,28.32689197,29.89764758,34.87892072,42.21473351,45.63869763,48.64490587,49.96962833,51.34535268,52.5482519,54.87816033,58.3110823,58.62968884,60.92694317,65.95484253,69.51837982,70.85611654,71.64214136,73.45505111,77.17540799,77.57710803,79.79258181,81.640502,83.55010226,84.5391914,83.67012317,84.02704028,88.41221852,89.04231296,95.18459519,100,111.1163461,105.9190123,105.4585409,115.2188104,115.8111741,116.4181918,120.7183151,120.2752684,129.8849591,126.6817463,129.6198851,
Latin America & Caribbean,LCN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,34.2821731,37.1082944,40.16740046,43.47868494,47.06294036,50.94266782,52.07890592,53.24049352,54.42797818,55.64196241,56.88301609,60.87205649,65.2407609,67.33998329,69.32748043,71.30691946,73.94400967,75.80705906,77.70626259,80.14921072,84.47922728,89.43826858,93.03686566,96.10883645,96.92802885,98.6688097,99.47337625,99.9853718,100,100.8191919,102.384434,103.393796,104.0667043,104.7249858,105.5734334,106.8303586,108.2350501,115.358798,112.9170074,101.7374743,,,,,,,,,
Sri Lanka,LKA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,1.026349424,1.002265032,1.035449726,1.052003569,1.064286202,1.045091328,1.064309257,1.193073367,1.208565248,1.359738274,1.380113309,1.503866137,1.695587933,2.108950951,2.221786041,2.443421933,2.802387093,3.108348515,3.586950139,4.303533534,5.20233948,5.831877721,6.817863389,8.201924829,8.249816324,8.737981462,9.415305361,10.36785501,11.50035211,13.80769942,15.2746326,16.71101416,18.3627967,20.15694932,22.03223894,24.41556664,26.59452628,29.04498851,30.25404459,32.45576156,36.89077652,39.88319778,43.3724449,47.18986737,52.10645071,57.9825105,66.11655383,76.91141417,81.43371506,100,103.8313941,115.0747062,122.251816,125.8119158,126.6284883,131.7950982,142.6870488,
Lower middle income,LMC,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low & middle income,LMY,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,1.386370274,1.405071254,1.42849996,1.451222566,1.480254072,1.53106136,1.588277158,1.496720674,1.557598018,1.646742499,1.679377981,1.779897086,2.028052508,2.169306721,2.382340111,2.972259269,3.107287441,3.339678163,3.892276149,3.986795619,5.639701185,6.34901293,6.040917939,6.739057264,7.285119703,8.648003831,10.05358745,11.23345471,13.48925608,15.49096509,17.34893656,20.44177005,23.29114632,25.92257392,27.9358859,31.51629386,33.40791597,36.42095607,40.03472846,43.29005344,46.01742136,51.29702508,58.58475888,60.01353168,65.77506648,69.67082006,76.15786231,72.06484439,81.11531721,82.126388,89.09271912,97.57884702,100.0002085,108.8998448,122.8635122,134.9504398,139.563061,143.6706505,
Late-demographic dividend,LTE,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.23949177,63.34532368,70.59872144,72.9640551,72.0452153,72.96773632,72.73278057,72.96311463,72.37359733,74.31917726,79.4459831,84.80381038,92.06979029,101.0049857,97.67673601,100,105.2282507,108.067849,109.4594208,110.5840839,110.9228182,111.9772005,116.7412397,
Luxembourg,LUX,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,13.58822511,13.09108487,13.60093912,14.02881827,14.847305,15.26264877,15.86292848,15.93129249,16.73051012,17.61605833,20.60079598,20.43306628,21.61589759,24.25352319,28.3719425,28.12927786,31.56546103,31.93547363,33.57375783,35.70717718,38.53567156,41.30330627,45.76876385,48.88959614,51.04439867,52.62293851,52.57885518,52.61199403,54.07273292,56.24698838,57.66069332,58.71175513,60.90116095,64.53864683,66.82484603,68.38324858,71.45220116,70.76636922,69.348443,73.37116549,74.95963835,75.30220518,76.56789015,78.62206609,80.94530397,84.34152794,90.27538999,91.62061634,95.17890068,96.50951855,100,104.7735909,107.4521244,109.2744295,111.0729144,112.5380461,111.0644852,113.4297835,
Latvia,LVA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.08054433,47.38372084,50.13657581,52.54526668,53.3313992,55.25958538,56.52657765,59.40624389,62.32711716,66.54180666,73.97699054,83.15731989,99.88525052,111.6232302,100.8184804,100,106.3946545,110.2415984,112.0571427,114.0276506,114.0290532,114.3414533,117.8385851,
"Macao SAR, China",MAC,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,15.00735655,16.22381146,18.55544834,19.13893422,20.21780697,22.61935934,24.61949482,27.69541086,30.73911905,34.31624618,39.40572795,43.16947259,46.07922841,49.85466546,50.96054534,51.79767995,50.77201857,50.13870497,49.30212151,48.61100006,47.96875255,48.00730327,48.9283245,51.65184379,55.68349183,60.59542066,66.70987804,67.29500508,70.51088441,75.7954288,81.04786241,87.30966296,94.85198353,99.12265098,100,102.2726755,
St. Martin (French part),MAF,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
